iterID,x1,x2,x3,x4,Pareto_f1,Pareto_f2,Pareto_f3
0,3.170000076293945,0.9300000071525574,5.139999866485596,1.950000047683716,-0.9388398478177868,-2.28,-4.780199912595748
0,2.0,0.9800000190734863,9.989999771118164,2.200000047683716,-0.9380176945371291,-2.51,-9.790199966239925
0,2.450000047683716,0.3899999856948853,4.880000114440918,1.200000047683716,-0.8869694964307057,-2.6833333333333336,-1.9031999748229966
0,1.759999990463257,0.2800000011920929,4.03000020980835,2.319999933242798,-0.230135191206304,-3.473333333333333,-0.9929920505437851
0,2.269999980926514,0.1000000014901161,5.809999942779541,2.309999942779541,-0.1373064765136239,-3.93,-0.5810000029355286
0,0.6499999761581421,0.1800000071525574,7.059999942779541,2.049999952316284,-0.08268662824166657,-4.19,-0.41300999791502896
1,3.27,0.64,5.07,1.91,-0.9389376940631114,-2.18,-3.2448
1,3.170000076293945,0.9300000071525574,5.139999866485596,1.950000047683716,-0.9388398478177868,-2.28,-4.780199912595748
1,2.0,0.9800000190734863,9.989999771118164,2.200000047683716,-0.9380176945371291,-2.51,-9.790199966239925
1,2.450000047683716,0.3899999856948853,4.880000114440918,1.200000047683716,-0.8869694964307057,-2.6833333333333336,-1.9031999748229966
1,1.759999990463257,0.2800000011920929,4.03000020980835,2.319999933242798,-0.230135191206304,-3.473333333333333,-0.9929920505437851
1,2.269999980926514,0.1000000014901161,5.809999942779541,2.309999942779541,-0.1373064765136239,-3.93,-0.5810000029355286
1,0.6499999761581421,0.1800000071525574,7.059999942779541,2.049999952316284,-0.08268662824166657,-4.19,-0.41300999791502896
2,3.27,0.64,5.07,1.91,-0.9389376940631114,-2.18,-3.2448
2,3.170000076293945,0.9300000071525574,5.139999866485596,1.950000047683716,-0.9388398478177868,-2.28,-4.780199912595748
2,2.0,0.9800000190734863,9.989999771118164,2.200000047683716,-0.9380176945371291,-2.51,-9.790199966239925
2,2.9599999999999995,1.0,10.0,2.22,-0.8917796928152754,-2.653333333333333,-10.0
2,2.450000047683716,0.3899999856948853,4.880000114440918,1.200000047683716,-0.8869694964307057,-2.6833333333333336,-1.9031999748229966
2,1.759999990463257,0.2800000011920929,4.03000020980835,2.319999933242798,-0.230135191206304,-3.473333333333333,-0.9929920505437851
2,2.269999980926514,0.1000000014901161,5.809999942779541,2.309999942779541,-0.1373064765136239,-3.93,-0.5810000029355286
2,0.6499999761581421,0.1800000071525574,7.059999942779541,2.049999952316284,-0.08268662824166657,-4.19,-0.41300999791502896
3,3.27,0.64,5.07,1.91,-0.9389376940631114,-2.18,-3.2448
3,3.170000076293945,0.9300000071525574,5.139999866485596,1.950000047683716,-0.9388398478177868,-2.28,-4.780199912595748
3,2.0,0.9800000190734863,9.989999771118164,2.200000047683716,-0.9380176945371291,-2.51,-9.790199966239925
3,3.5,0.68,6.349999999999999,1.0,-0.9031698167222609,-2.5666666666666664,-4.318
3,2.9599999999999995,1.0,10.0,2.22,-0.8917796928152754,-2.653333333333333,-10.0
3,2.450000047683716,0.3899999856948853,4.880000114440918,1.200000047683716,-0.8869694964307057,-2.6833333333333336,-1.9031999748229966
3,1.759999990463257,0.2800000011920929,4.03000020980835,2.319999933242798,-0.230135191206304,-3.473333333333333,-0.9929920505437851
3,2.269999980926514,0.1000000014901161,5.809999942779541,2.309999942779541,-0.1373064765136239,-3.93,-0.5810000029355286
3,0.6499999761581421,0.1800000071525574,7.059999942779541,2.049999952316284,-0.08268662824166657,-4.19,-0.41300999791502896
4,3.27,0.64,5.07,1.91,-0.9389376940631114,-2.18,-3.2448
4,3.170000076293945,0.9300000071525574,5.139999866485596,1.950000047683716,-0.9388398478177868,-2.28,-4.780199912595748
4,2.0,0.9800000190734863,9.989999771118164,2.200000047683716,-0.9380176945371291,-2.51,-9.790199966239925
