iterID,x1,x2,x3,x4,ParetoFamily,Pareto_f1,Pareto_f2,Pareto_f3
1,2.391368833897347,0.9927917761129125,9.977123023480583,2.063642096290622,0.0,-0.9124299418393492,-5.012266121822227,-28.976363486315357
1,2.391368833897347,0.9977037798391568,9.977123023480583,2.063642096290622,0.0,-0.9122946594727036,-5.014562405581119,-29.10265445879163
1,2.391368833897347,0.9927917761129125,9.770796967416299,2.211716451734034,0.0,-0.9116652834748329,-5.037504090890023,-28.448501314593713
1,2.496876464526059,0.9909324963180831,9.999919632556686,2.1753793330044897,0.0,-0.9066827058521665,-5.070169812034258,-28.986773485288953
1,2.5652483956314915,0.9955621875715476,9.977123023480583,2.063642096290622,0.0,-0.904438403084466,-5.040286875385172,-29.04759265810956
1,2.992835417024046,0.4876480309230391,6.095400446867824,1.4831703970286882,0.0,-0.893288799487434,-5.119726502594128,-11.110801075132857
1,2.9958679557782766,0.413847139781125,6.1937275554934,1.4428511600082532,0.0,-0.8850942434008846,-5.174738161395092,-10.056427140885761
1,2.7884078375904595,0.30878223517117276,6.143438508621648,1.3089810339659569,0.0,-0.8793511675484389,-5.187271116624471,-8.339469036776693
1,3.089765363739309,0.5438370837244288,7.1354590770156525,1.9111825647916874,0.0,-0.8703148924764982,-5.104513461258409,-13.450986166324846
1,2.58629198365749,0.38891259574689374,4.406841219192734,1.386656597196051,0.0,-0.866794841445071,-5.271872137405813,-7.867604787494363
1,2.9310991756373155,0.5042395211585587,4.824578447921362,1.6797478577126457,0.0,-0.8636468087237166,-5.220101135219199,-9.720099092789603
1,3.1200234112475442,0.5211073809886774,4.824578447921362,1.6575114501921044,0.0,-0.8627765106884788,-5.200465675624627,-9.929813201201064
1,3.056582550834174,0.4367181424679273,6.127122944387825,1.755323775559391,0.0,-0.8577579017493482,-5.295347485919336,-10.346514180225943
1,3.2702994823604437,0.5627396552296079,4.858248455893609,1.876822270625714,0.0,-0.8496818477332067,-5.179076365070905,-10.496244298401983
1,3.075488539924473,0.5438370837244288,6.20598122668882,2.0648227977391054,0.0,-0.8458690904685953,-5.199693872481819,-12.148370923683991
1,3.0739185030145517,0.8340563133111478,9.96038701657643,2.3613227252795888,0.0,-0.8402197636115483,-5.0798254727710335,-24.859195015365966
1,2.9947970616147295,0.24636310956228868,6.113712677601582,1.5399999618530267,0.0,-0.8364996816161593,-5.387730455414337,-7.332413783418776
1,2.982591228026277,0.521442380439605,5.95023813039679,2.0735006289848252,0.0,-0.8341583747970579,-5.2558097180095125,-11.446569927892975
1,3.4143660407806844,0.5316884866739567,8.436527045793714,1.9673258426038827,0.0,-0.833292458904193,-5.087431963575423,-15.01024770964448
1,3.1241023383878472,0.4279520999585088,8.468978647728576,2.016055163764741,0.0,-0.8300767123108769,-5.133128801550841,-12.790742158381367
1,2.7639405128461147,0.3608096963342893,7.02463189316573,1.817608371885738,0.0,-0.8280023649916979,-5.3383230747935295,-9.982465363942644
1,3.1241023383878472,0.4093298502313347,8.408142505492057,2.016055163764741,0.0,-0.8258250934900796,-5.158649239005202,-12.320153847362091
